opportunity_id,account_id,sales_rep_id,stage_id,lead_source_id,industry_id,region_id,opportunity_value_usd,weighted_pipeline_value,created_date,stage_entry_date,stage_exit_date,closed_date,is_won,is_lost,loss_reason,days_in_stage,days_to_close,sales_cycle_days,forecast_amount_usd,forecast_stage,forecast_close_date,is_forecast_accurate,forecast_accuracy_variance_pct,proposal_template_version
669,60,6,6,3,1,1,193861,29573,2024-09-22,2024-09-22,2024-10-07,2024-12-31,0,0,Competitor,26,90,27,87546,Negotiation,2024-10-12,1,1,new
670,258,4,6,2,1,1,18563,21098,2024-04-06,2024-04-06,2024-04-23,2024-08-02,0,1,No Decision,78,90,35,192884,Negotiation,2024-05-02,1,1,new
671,262,8,5,4,1,1,44178,96522,2023-01-05,2023-01-05,2023-04-04,2023-04-25,1,0,Timing,20,17,74,164285,Negotiation,2023-03-25,0,1,new
672,46,12,7,2,1,1,226665,128494,2024-09-12,2024-09-12,2024-10-18,2025-01-18,0,0,Timing,53,65,116,27263,Negotiation,2025-01-29,1,0,new
673,12,2,6,2,1,1,48025,217768,2024-05-29,2024-05-29,2024-06-23,2024-06-18,1,0,Competitor,62,119,74,43015,Negotiation,2024-07-14,1,1,new
674,193,12,7,1,1,1,48215,40868,2023-12-08,2023-12-08,2023-12-17,2024-04-13,1,0,Budget,54,108,120,185668,Negotiation,2024-03-12,1,1,new
675,54,4,6,2,1,1,90183,49250,2024-08-10,2024-08-10,2024-08-21,2024-12-17,0,0,Budget,12,107,26,34495,Negotiation,2024-12-14,0,0,new
676,42,7,3,4,1,1,21595,200372,2023-09-03,2023-09-03,2023-11-30,2023-11-09,0,1,No Decision,85,77,46,17395,Negotiation,2023-10-20,1,1,new
677,77,2,3,4,1,1,71124,133355,2023-11-07,2023-11-07,2024-01-23,2024-03-04,0,1,Budget,106,54,114,243763,Negotiation,2024-03-16,1,1,new
678,239,12,5,4,1,1,224398,27173,2024-11-20,2024-11-20,2025-01-26,2025-02-01,1,0,Budget,52,9,108,15750,Negotiation,2025-03-14,0,0,new
679,156,6,2,3,1,1,249952,27249,2023-06-30,2023-06-30,2023-09-18,2023-10-11,1,0,Budget,30,11,85,34845,Negotiation,2023-10-23,1,1,new
680,183,6,3,1,1,1,98201,108661,2023-04-12,2023-04-12,2023-04-23,2023-08-20,0,0,Timing,66,60,113,98552,Negotiation,2023-07-08,1,0,new
681,291,1,5,1,1,1,40351,58203,2024-05-06,2024-05-06,2024-07-15,2024-06-21,0,0,No Decision,21,102,87,49439,Negotiation,2024-07-28,0,1,new
682,280,5,1,1,1,1,32458,71566,2024-12-27,2024-12-27,2025-03-04,2025-03-02,1,0,Timing,102,42,32,68872,Negotiation,2025-05-08,1,1,new
683,39,1,5,3,1,1,161756,118284,2023-01-05,2023-01-05,2023-01-26,2023-03-15,0,0,Timing,99,75,95,81386,Negotiation,2023-02-10,0,0,new
684,25,5,7,1,1,1,111886,64161,2024-06-05,2024-06-05,2024-08-09,2024-08-28,1,0,Timing,17,66,106,58960,Negotiation,2024-07-25,1,1,new
685,229,8,5,3,1,1,113842,233610,2023-08-17,2023-08-17,2023-09-23,2023-11-03,1,0,Competitor,11,6,66,40952,Negotiation,2023-10-16,1,0,new
686,46,11,4,1,1,1,73252,49194,2023-03-09,2023-03-09,2023-05-22,2023-05-01,0,1,Timing,79,83,20,191952,Negotiation,2023-04-26,0,0,new
687,32,10,5,4,1,1,246246,85992,2024-10-19,2024-10-19,2024-11-10,2025-03-06,0,1,Competitor,6,51,116,218706,Negotiation,2025-02-15,1,0,new
688,57,2,6,4,1,1,126845,242451,2024-08-10,2024-08-10,2024-10-19,2024-09-17,0,0,Timing,104,96,55,178906,Negotiation,2024-10-20,0,0,new
689,161,9,1,1,1,1,136395,217482,2023-04-22,2023-04-22,2023-07-20,2023-06-03,0,0,Timing,34,33,72,48268,Negotiation,2023-08-17,0,0,new
690,286,11,5,2,1,1,123047,24235,2023-08-10,2023-08-10,2023-08-16,2023-09-23,0,0,No Decision,111,97,42,109542,Negotiation,2023-11-09,1,1,new
691,280,10,2,3,1,1,246567,247755,2024-08-14,2024-08-14,2024-10-14,2024-09-09,1,0,No Decision,61,44,115,21487,Negotiation,2024-10-22,1,0,new
692,139,10,6,2,1,1,186335,168433,2024-10-02,2024-10-02,2024-10-14,2024-11-19,0,0,Budget,118,95,58,168689,Negotiation,2025-02-19,0,0,new
693,266,4,5,2,1,1,202622,21573,2023-11-17,2023-11-17,2024-01-03,2024-01-09,1,0,Budget,19,53,73,179777,Negotiation,2024-03-08,1,1,new
694,23,8,1,1,1,1,237645,28326,2023-04-20,2023-04-20,2023-05-13,2023-09-02,0,0,Budget,75,38,89,169807,Negotiation,2023-07-26,1,1,new
695,11,4,2,3,1,1,200394,162858,2023-11-03,2023-11-03,2023-11-13,2024-01-18,1,0,Budget,89,58,61,198393,Negotiation,2024-03-17,1,1,new
696,171,1,1,4,1,1,22470,245367,2024-10-08,2024-10-08,2024-11-10,2024-12-14,0,0,Budget,36,78,93,25010,Negotiation,2024-12-30,0,1,new
697,243,2,6,3,1,1,32286,176972,2023-04-13,2023-04-13,2023-05-21,2023-07-31,1,0,Competitor,112,21,34,25725,Negotiation,2023-08-31,1,0,new
698,51,8,1,3,1,1,116603,28748,2024-09-12,2024-09-12,2024-11-25,2024-10-29,0,0,No Decision,56,60,103,166527,Negotiation,2024-10-08,0,0,new
699,280,4,5,2,1,1,135195,185787,2023-09-03,2023-09-03,2023-09-24,2023-10-03,1,0,No Decision,12,32,41,230013,Negotiation,2023-11-22,1,1,new
700,207,8,3,3,1,1,162355,158234,2024-07-08,2024-07-08,2024-07-26,2024-07-30,0,0,Competitor,21,68,118,185211,Negotiation,2024-10-18,1,1,new
701,38,3,6,3,1,1,233871,195987,2024-04-26,2024-04-26,2024-07-04,2024-06-24,1,0,No Decision,15,13,71,169347,Negotiation,2024-07-09,1,1,new
702,256,11,5,3,1,1,181617,42953,2024-05-30,2024-05-30,2024-07-11,2024-06-30,0,1,No Decision,29,14,26,204991,Negotiation,2024-08-22,0,1,new
703,310,7,2,1,1,1,40922,119523,2024-09-21,2024-09-21,2024-10-27,2024-10-31,0,0,No Decision,30,32,57,243635,Negotiation,2024-11-15,1,0,new
704,99,11,5,1,1,1,53814,155941,2023-10-12,2023-10-12,2024-01-06,2023-12-03,0,1,No Decision,85,34,78,209826,Negotiation,2024-01-17,1,1,new
705,64,11,5,4,1,1,53260,109650,2024-03-31,2024-03-31,2024-06-24,2024-05-20,1,0,Budget,113,60,84,124547,Negotiation,2024-05-24,0,1,new
706,168,9,4,3,1,1,42029,241318,2024-06-09,2024-06-09,2024-07-11,2024-08-30,1,0,Timing,49,74,67,16091,Negotiation,2024-08-27,1,1,new
707,212,8,4,4,1,1,27218,153406,2023-10-24,2023-10-24,2023-11-28,2024-03-05,1,0,No Decision,41,100,41,192387,Negotiation,2023-11-13,0,0,new
708,46,5,3,2,1,1,32701,45041,2023-09-27,2023-09-27,2023-10-31,2024-01-03,0,0,No Decision,104,107,71,207646,Negotiation,2024-01-26,0,1,new
709,84,2,2,3,1,1,115841,151276,2024-03-08,2024-03-08,2024-04-13,2024-04-28,0,1,Competitor,116,14,33,17057,Negotiation,2024-04-20,0,1,new
710,119,7,7,3,1,1,43671,18925,2024-09-11,2024-09-11,2024-10-28,2025-01-01,0,0,Timing,61,7,80,133228,Negotiation,2024-11-25,1,0,new
711,38,9,6,2,1,1,154095,173245,2024-06-02,2024-06-02,2024-07-27,2024-10-02,1,0,Timing,20,91,6,203234,Negotiation,2024-07-27,1,0,new
712,277,1,6,1,1,1,41989,47276,2024-06-03,2024-06-03,2024-08-07,2024-07-11,1,0,Competitor,47,34,90,38092,Negotiation,2024-08-08,1,1,new
713,110,2,2,1,1,1,39593,21681,2024-11-19,2024-11-19,2025-01-15,2025-03-07,0,1,No Decision,34,114,112,106350,Negotiation,2025-03-29,1,1,new
714,223,1,2,2,1,1,17353,144426,2023-05-22,2023-05-22,2023-07-18,2023-08-12,0,1,Budget,93,115,61,63444,Negotiation,2023-09-21,0,0,new
715,53,7,6,2,1,1,23889,249784,2023-05-26,2023-05-26,2023-08-24,2023-07-22,0,1,Competitor,103,51,50,31714,Negotiation,2023-09-25,0,0,new
716,24,7,4,1,1,1,227311,196446,2024-02-09,2024-02-09,2024-04-24,2024-05-16,0,1,Timing,16,61,110,80497,Negotiation,2024-05-23,0,1,new
717,116,2,6,4,1,1,75691,22274,2024-01-26,2024-01-26,2024-03-01,2024-05-10,1,0,Budget,106,8,92,120201,Negotiation,2024-04-19,1,0,new
718,248,7,5,1,1,1,40585,164662,2023-09-06,2023-09-06,2023-09-30,2023-12-31,1,0,Timing,80,98,72,145036,Negotiation,2023-10-04,1,0,new
719,121,10,5,2,1,1,214688,164194,2024-08-22,2024-08-22,2024-10-01,2024-11-20,0,1,Budget,108,116,44,26069,Negotiation,2024-10-15,1,1,new
720,47,8,5,4,1,1,103543,123162,2024-07-12,2024-07-12,2024-08-30,2024-08-05,1,0,Competitor,13,108,12,214850,Negotiation,2024-09-09,1,0,new
721,118,9,2,1,1,1,61363,95807,2024-06-08,2024-06-08,2024-06-25,2024-10-18,0,0,No Decision,17,14,6,48383,Negotiation,2024-10-02,0,0,new
722,53,7,1,2,1,1,43640,69036,2023-07-31,2023-07-31,2023-08-09,2023-10-11,0,1,Budget,92,86,33,193489,Negotiation,2023-11-13,0,1,new
723,290,4,6,3,1,1,40991,103371,2024-09-05,2024-09-05,2024-09-19,2025-01-10,1,0,Timing,39,63,22,40673,Negotiation,2024-12-08,1,1,new
724,145,11,5,3,1,1,174659,15919,2023-01-12,2023-01-12,2023-02-05,2023-05-15,0,1,No Decision,61,83,109,35403,Negotiation,2023-04-18,1,1,new
725,54,8,1,1,1,1,47410,61785,2024-06-23,2024-06-23,2024-09-11,2024-09-24,0,1,No Decision,118,54,56,24246,Negotiation,2024-08-02,1,0,new
726,290,12,1,1,1,1,99969,41442,2024-03-17,2024-03-17,2024-05-20,2024-06-24,0,0,Budget,90,18,8,20244,Negotiation,2024-04-19,1,1,new
727,231,2,6,1,1,1,187225,49018,2024-06-10,2024-06-10,2024-08-16,2024-10-04,1,0,No Decision,44,110,76,45383,Negotiation,2024-07-31,0,0,new
728,184,11,1,4,1,1,187347,132319,2024-10-25,2024-10-25,2024-12-12,2025-02-12,1,0,Competitor,5,116,40,248856,Negotiation,2025-01-29,1,1,new
729,29,12,3,3,1,1,223763,46781,2023-10-07,2023-10-07,2023-12-30,2023-11-28,0,1,Timing,73,32,22,17957,Negotiation,2023-12-06,0,1,new
730,181,2,5,3,1,1,68232,153252,2024-09-15,2024-09-15,2024-11-01,2024-12-06,0,1,Budget,105,63,8,33482,Negotiation,2025-02-02,1,1,new
731,155,10,5,4,1,1,18328,81347,2023-10-30,2023-10-30,2024-01-25,2024-02-14,0,1,No Decision,102,68,12,63871,Negotiation,2023-12-28,1,1,new
732,59,4,7,1,1,1,30255,188872,2023-08-12,2023-08-12,2023-09-18,2023-12-21,1,0,No Decision,35,104,27,225762,Negotiation,2023-12-02,1,0,new
733,205,6,5,3,1,1,32705,22840,2024-12-15,2024-12-15,2024-12-30,2025-01-31,1,0,Timing,68,6,27,17143,Negotiation,2025-03-05,0,0,new
734,260,10,6,2,1,1,33789,207755,2023-05-29,2023-05-29,2023-07-26,2023-07-13,0,1,No Decision,29,69,12,70251,Negotiation,2023-08-30,0,1,new
735,218,8,1,1,1,1,109558,232544,2024-04-10,2024-04-10,2024-06-10,2024-07-06,0,0,Competitor,13,83,60,22836,Negotiation,2024-04-30,1,0,new
736,316,1,3,4,1,1,132689,130341,2024-10-23,2024-10-23,2024-12-26,2025-02-14,0,1,Competitor,32,55,56,130805,Negotiation,2025-03-05,1,1,new
737,184,9,4,2,1,1,191736,16142,2023-04-01,2023-04-01,2023-04-13,2023-05-20,0,0,Timing,37,13,37,70814,Negotiation,2023-05-20,1,0,new
738,317,2,6,2,1,1,45582,35944,2023-12-24,2023-12-24,2024-01-26,2024-02-15,1,0,Budget,38,43,106,58659,Negotiation,2024-05-01,0,1,new
739,269,2,6,3,1,1,38940,45626,2024-06-21,2024-06-21,2024-09-18,2024-08-19,0,0,Budget,72,89,118,185107,Negotiation,2024-09-21,1,0,new
740,149,12,2,1,1,1,95158,177620,2023-07-04,2023-07-04,2023-07-26,2023-09-05,1,0,No Decision,59,68,106,24108,Negotiation,2023-08-07,1,0,new
741,247,2,5,2,1,1,151040,220616,2024-06-25,2024-06-25,2024-07-25,2024-07-21,1,0,Budget,40,17,19,97249,Negotiation,2024-10-17,0,0,new
742,316,3,5,4,1,1,36181,81027,2023-09-11,2023-09-11,2023-11-27,2023-11-04,0,0,Budget,54,98,98,217592,Negotiation,2023-12-07,1,0,new
743,274,2,5,2,1,1,48691,68438,2023-07-30,2023-07-30,2023-10-06,2023-11-28,1,0,Competitor,81,80,95,128899,Negotiation,2023-12-05,0,1,new
744,183,12,2,4,1,1,29856,35222,2024-08-09,2024-08-09,2024-10-20,2024-09-20,0,0,Competitor,118,111,11,47653,Negotiation,2024-10-06,1,0,new
745,271,5,3,4,1,1,236578,44458,2024-06-21,2024-06-21,2024-08-18,2024-10-20,0,0,No Decision,117,59,61,162674,Negotiation,2024-09-27,0,1,new
746,29,10,5,3,1,1,21153,33331,2023-09-27,2023-09-27,2023-11-13,2024-01-13,0,1,Competitor,86,61,7,32251,Negotiation,2023-11-01,1,0,new
747,66,4,4,1,1,1,200930,219491,2024-03-10,2024-03-10,2024-05-27,2024-07-12,1,0,Timing,92,20,18,42110,Negotiation,2024-05-06,1,0,new
748,194,10,2,1,1,1,51607,206843,2024-06-16,2024-06-16,2024-06-24,2024-09-19,0,1,Budget,61,101,108,155469,Negotiation,2024-07-10,1,1,new
749,277,6,5,2,1,1,67550,204486,2024-10-09,2024-10-09,2024-10-23,2024-12-15,0,1,Competitor,54,5,114,128012,Negotiation,2025-01-10,1,1,new
750,281,11,4,2,1,1,50026,18299,2023-08-17,2023-08-17,2023-10-02,2023-09-09,0,0,No Decision,68,73,50,18512,Negotiation,2023-09-17,0,1,new
751,159,5,5,3,1,1,82101,170549,2023-08-10,2023-08-10,2023-10-04,2023-10-27,0,1,Budget,90,113,118,90555,Negotiation,2023-12-18,0,1,new
752,286,7,5,3,1,1,104181,28608,2023-08-05,2023-08-05,2023-10-02,2023-08-27,0,0,Timing,65,113,45,86671,Negotiation,2023-12-19,0,0,new
753,281,6,7,3,1,1,19359,149930,2024-11-19,2024-11-19,2024-12-10,2025-03-12,0,0,No Decision,108,101,16,46031,Negotiation,2025-01-13,0,1,new
754,279,12,1,1,1,1,42215,84552,2023-03-19,2023-03-19,2023-04-11,2023-07-23,0,0,Budget,49,58,24,164519,Negotiation,2023-05-15,0,1,new
755,185,8,6,3,1,1,195203,49780,2023-08-12,2023-08-12,2023-08-28,2023-10-16,0,0,Budget,117,90,68,240974,Negotiation,2023-11-23,1,0,new
756,9,4,6,1,1,1,33331,207349,2023-11-25,2023-11-25,2023-12-08,2024-02-06,1,0,Competitor,16,118,73,219984,Negotiation,2024-02-13,0,0,new
757,34,12,3,4,1,1,19233,46630,2024-11-07,2024-11-07,2024-11-25,2025-03-08,1,0,Competitor,66,61,100,200864,Negotiation,2025-02-14,1,1,new
758,249,10,5,4,1,1,18528,28548,2024-01-24,2024-01-24,2024-04-15,2024-02-22,0,1,No Decision,42,28,103,61208,Negotiation,2024-03-04,1,1,new
759,238,6,5,3,1,1,211888,188470,2024-11-04,2024-11-04,2024-12-24,2025-01-29,0,1,Timing,28,18,108,227629,Negotiation,2025-02-22,1,1,new
760,184,4,6,3,1,1,163241,24042,2023-12-20,2023-12-20,2024-01-17,2024-02-28,0,1,No Decision,65,5,117,17715,Negotiation,2024-04-13,1,0,new
761,144,10,6,4,1,1,17549,121272,2024-05-19,2024-05-19,2024-07-28,2024-08-05,1,0,Budget,93,117,55,225804,Negotiation,2024-07-12,0,1,new
762,310,1,6,1,1,1,224825,27611,2024-05-30,2024-05-30,2024-06-09,2024-08-23,0,1,Budget,21,116,31,35069,Negotiation,2024-07-09,0,0,new
763,88,7,6,2,1,1,56214,158876,2023-08-10,2023-08-10,2023-10-14,2023-12-28,1,0,Competitor,84,24,61,220547,Negotiation,2023-11-26,1,1,new
764,189,2,6,4,1,1,48367,73544,2024-04-27,2024-04-27,2024-07-03,2024-06-29,0,1,Budget,63,14,51,84019,Negotiation,2024-07-23,1,0,new
765,217,10,4,4,1,1,49482,48725,2023-04-01,2023-04-01,2023-04-10,2023-05-18,1,0,Competitor,91,41,116,101216,Negotiation,2023-05-05,0,1,new
766,278,1,5,2,1,1,126723,139708,2023-01-17,2023-01-17,2023-03-01,2023-04-17,0,1,Competitor,13,22,47,119498,Negotiation,2023-02-13,1,1,new
767,313,3,3,1,1,1,26826,15350,2024-08-09,2024-08-09,2024-08-14,2024-12-24,1,0,No Decision,79,16,116,228136,Negotiation,2024-10-20,1,1,new
768,109,6,6,1,1,1,43574,240685,2023-06-04,2023-06-04,2023-07-31,2023-06-26,1,0,Budget,65,10,109,19875,Negotiation,2023-10-02,1,1,new
769,216,10,3,3,1,1,45881,113070,2024-10-05,2024-10-05,2024-11-17,2025-01-06,0,0,Timing,44,59,75,115650,Negotiation,2025-02-19,0,1,new
770,114,3,5,1,1,1,215909,188583,2024-04-21,2024-04-21,2024-06-27,2024-07-10,1,0,No Decision,29,108,90,219839,Negotiation,2024-06-01,1,1,new
771,124,7,5,3,1,1,149641,37834,2023-12-12,2023-12-12,2024-01-11,2024-01-20,0,1,Competitor,24,79,81,231108,Negotiation,2024-02-20,1,0,new
772,199,8,5,4,1,1,105662,90136,2024-06-28,2024-06-28,2024-07-21,2024-10-23,0,0,Budget,50,60,29,233110,Negotiation,2024-10-14,0,0,new
773,134,1,5,1,1,1,59136,246549,2023-08-01,2023-08-01,2023-10-11,2023-08-27,1,0,Timing,84,94,25,219299,Negotiation,2023-10-26,0,1,new
774,139,1,6,4,1,1,183498,87916,2024-06-25,2024-06-25,2024-08-14,2024-08-23,0,1,Competitor,79,97,94,50139,Negotiation,2024-10-24,0,1,new
775,207,1,5,2,1,1,125721,148055,2024-07-17,2024-07-17,2024-08-29,2024-08-18,0,0,Competitor,60,20,48,243555,Negotiation,2024-10-07,1,1,new
776,191,5,5,1,1,1,61165,62944,2023-11-07,2023-11-07,2023-12-13,2024-03-02,1,0,No Decision,27,89,99,46856,Negotiation,2023-12-27,0,1,new
777,45,1,3,3,1,1,33514,212999,2024-01-26,2024-01-26,2024-03-26,2024-04-07,0,1,Timing,44,95,114,149043,Negotiation,2024-03-10,1,0,new
778,83,11,5,4,1,1,24079,207548,2023-10-21,2023-10-21,2023-11-28,2024-02-24,0,0,Budget,88,78,38,114899,Negotiation,2024-01-17,0,1,new
779,1,7,6,2,1,1,82826,80797,2024-08-02,2024-08-02,2024-09-22,2024-11-04,0,1,Competitor,73,26,17,184453,Negotiation,2024-08-25,0,1,new
780,7,6,7,3,1,1,138946,187950,2024-10-12,2024-10-12,2024-12-17,2025-01-25,1,0,Budget,48,19,92,23802,Negotiation,2024-11-10,1,1,new
781,100,8,5,2,1,1,194697,183246,2024-09-26,2024-09-26,2024-11-23,2024-10-16,1,0,Competitor,38,59,80,28353,Negotiation,2025-02-09,1,0,new
782,255,5,6,4,1,1,67753,172475,2023-07-22,2023-07-22,2023-08-26,2023-10-01,1,0,Timing,29,95,105,167319,Negotiation,2023-10-14,1,1,new
783,168,1,5,4,1,1,35505,29276,2023-02-19,2023-02-19,2023-03-30,2023-06-09,1,0,No Decision,100,108,34,114797,Negotiation,2023-05-21,1,1,new
784,258,1,7,2,1,1,15161,82363,2023-10-26,2023-10-26,2023-11-25,2024-03-09,0,1,Budget,65,112,79,27634,Negotiation,2023-11-28,0,0,new
785,275,8,3,2,1,1,160257,127688,2023-02-27,2023-02-27,2023-03-08,2023-04-07,0,1,No Decision,70,44,23,149104,Negotiation,2023-07-13,0,1,new
786,136,7,4,3,1,1,21812,143317,2024-02-29,2024-02-29,2024-05-15,2024-04-25,1,0,Budget,64,105,37,175463,Negotiation,2024-06-12,1,1,new
787,114,9,5,3,1,1,116655,146870,2024-06-05,2024-06-05,2024-07-17,2024-10-05,0,1,Budget,15,12,72,101659,Negotiation,2024-10-06,0,0,new
788,45,9,6,4,1,1,141959,170344,2024-08-10,2024-08-10,2024-10-08,2024-12-25,1,0,Competitor,19,33,54,207997,Negotiation,2024-12-18,0,1,new
789,230,2,1,2,1,1,32849,143687,2023-11-07,2023-11-07,2024-01-31,2023-12-02,1,0,No Decision,103,113,117,209949,Negotiation,2024-02-29,1,0,new
790,271,12,5,2,1,1,35576,110160,2023-08-24,2023-08-24,2023-11-10,2023-11-13,1,0,No Decision,59,27,80,23871,Negotiation,2023-12-10,1,0,new
791,315,9,6,4,1,1,37848,36629,2023-01-12,2023-01-12,2023-03-31,2023-04-30,0,1,Timing,22,44,21,109766,Negotiation,2023-04-10,0,0,new
792,93,9,3,1,1,1,22999,20077,2023-09-18,2023-09-18,2023-10-04,2023-12-15,1,0,Budget,77,58,70,37070,Negotiation,2023-10-20,1,1,new
793,240,4,7,3,1,1,168512,126425,2023-06-28,2023-06-28,2023-07-10,2023-11-05,1,0,Timing,47,62,80,197604,Negotiation,2023-08-21,1,1,new
794,153,5,6,3,1,1,72929,35012,2023-08-01,2023-08-01,2023-09-23,2023-09-14,1,0,No Decision,5,8,110,45230,Negotiation,2023-08-28,1,1,new
795,231,3,5,3,1,1,47026,38369,2024-07-12,2024-07-12,2024-09-11,2024-11-23,1,0,No Decision,28,105,36,203346,Negotiation,2024-09-30,0,0,new
796,77,7,6,4,1,1,47620,127887,2024-05-14,2024-05-14,2024-07-30,2024-08-16,0,0,Timing,104,32,53,167383,Negotiation,2024-09-03,1,1,new
797,116,10,3,2,1,1,112838,40197,2023-09-26,2023-09-26,2023-10-03,2023-11-09,1,0,Budget,105,113,25,43513,Negotiation,2023-12-20,1,0,new
798,261,6,6,3,1,1,27381,77996,2023-10-23,2023-10-23,2023-12-17,2024-01-19,0,1,Timing,56,52,47,191417,Negotiation,2023-12-27,0,1,new
799,208,7,5,2,1,1,68124,117941,2024-03-08,2024-03-08,2024-06-03,2024-05-04,1,0,Timing,46,43,80,43453,Negotiation,2024-06-30,0,1,new
800,199,10,3,2,1,1,182186,25118,2024-04-06,2024-04-06,2024-06-23,2024-06-22,0,0,No Decision,117,31,21,49127,Negotiation,2024-08-21,1,1,new
801,31,10,3,3,1,1,37344,115909,2023-05-08,2023-05-08,2023-07-04,2023-07-22,1,0,Competitor,63,19,68,22830,Negotiation,2023-06-24,0,1,new
802,135,12,3,4,1,1,15983,48203,2024-10-27,2024-10-27,2024-12-10,2024-11-28,1,0,Competitor,68,99,42,57760,Negotiation,2024-12-09,0,1,new
803,312,6,2,1,1,1,21150,230596,2024-06-20,2024-06-20,2024-08-17,2024-10-09,0,0,Budget,71,104,38,70587,Negotiation,2024-07-21,0,1,new
804,233,6,5,2,1,1,104153,55609,2023-12-03,2023-12-03,2024-03-01,2024-02-21,0,1,Budget,14,6,20,230091,Negotiation,2024-02-13,1,0,new
805,46,5,2,1,1,1,125451,152338,2023-07-13,2023-07-13,2023-09-28,2023-10-20,0,1,No Decision,51,104,68,188633,Negotiation,2023-09-29,1,0,new
806,193,11,6,1,1,1,162156,123245,2023-02-07,2023-02-07,2023-03-25,2023-04-13,1,0,No Decision,12,54,97,104989,Negotiation,2023-04-18,1,0,new
807,129,7,6,4,1,1,37936,127910,2024-12-17,2024-12-17,2024-12-24,2025-01-27,0,0,Timing,38,71,9,234099,Negotiation,2025-04-18,1,0,new
808,177,12,5,2,1,1,215376,229341,2023-01-02,2023-01-02,2023-01-24,2023-03-26,0,1,Competitor,103,100,30,213591,Negotiation,2023-04-06,1,0,new
809,66,3,6,4,1,1,160063,167952,2023-08-06,2023-08-06,2023-09-18,2023-11-23,1,0,Timing,53,58,56,145797,Negotiation,2023-10-04,1,1,new
810,287,11,7,3,1,1,177719,49657,2023-12-19,2023-12-19,2024-01-27,2024-04-17,0,0,No Decision,78,47,82,137528,Negotiation,2024-02-11,1,0,new
811,83,1,5,2,1,1,38824,107433,2024-05-14,2024-05-14,2024-06-26,2024-07-06,0,1,Budget,46,75,65,45088,Negotiation,2024-08-29,1,1,new
812,272,8,5,4,1,1,94948,130248,2023-08-09,2023-08-09,2023-09-30,2023-09-20,0,0,Budget,27,59,72,23696,Negotiation,2023-09-24,0,1,new
813,212,7,5,3,1,1,36327,20507,2024-10-07,2024-10-07,2024-11-16,2025-02-22,0,1,Timing,8,100,102,40365,Negotiation,2025-02-06,0,1,new
814,288,8,3,2,1,1,49819,238500,2023-07-13,2023-07-13,2023-09-23,2023-11-06,1,0,Budget,48,64,104,149414,Negotiation,2023-11-19,1,0,new
815,207,2,6,2,1,1,225464,41008,2024-12-27,2024-12-27,2025-02-02,2025-03-09,0,1,Competitor,16,109,92,42513,Negotiation,2025-03-19,1,1,new
816,208,9,5,2,1,1,41633,230580,2023-05-08,2023-05-08,2023-06-10,2023-07-22,0,1,Timing,84,111,33,49458,Negotiation,2023-07-15,1,1,new
817,308,6,7,2,1,1,48001,194090,2023-11-07,2023-11-07,2024-01-23,2024-02-27,0,0,No Decision,15,101,16,21709,Negotiation,2024-02-21,0,0,new
818,17,1,5,3,1,1,238990,125306,2024-01-31,2024-01-31,2024-03-02,2024-05-07,0,1,Timing,39,33,78,47269,Negotiation,2024-04-16,1,1,new
819,256,6,4,4,1,1,160447,129428,2024-11-13,2024-11-13,2025-01-06,2024-12-13,0,1,Budget,78,99,7,121260,Negotiation,2025-01-30,0,0,new
820,161,2,2,2,1,1,209448,113664,2024-01-11,2024-01-11,2024-02-17,2024-04-24,0,1,Budget,108,11,36,202520,Negotiation,2024-05-11,0,1,new
821,52,4,7,4,1,1,136721,184362,2023-11-19,2023-11-19,2024-02-11,2023-12-25,0,1,Timing,91,32,69,38049,Negotiation,2024-01-14,0,0,new
822,248,5,6,1,1,1,229727,228824,2024-06-05,2024-06-05,2024-07-10,2024-07-30,0,0,Competitor,88,113,47,169031,Negotiation,2024-08-10,1,0,new
823,46,7,4,4,1,1,44623,196195,2023-04-09,2023-04-09,2023-07-07,2023-07-09,1,0,No Decision,62,9,18,50494,Negotiation,2023-06-20,1,1,new
824,280,6,4,4,1,1,96786,40911,2024-01-14,2024-01-14,2024-01-30,2024-03-08,0,1,No Decision,41,22,109,173975,Negotiation,2024-02-20,1,1,new
825,48,10,5,2,1,1,43503,96558,2024-04-13,2024-04-13,2024-04-22,2024-05-04,1,0,No Decision,63,9,67,227751,Negotiation,2024-08-08,1,1,new
826,197,11,3,1,1,1,206545,232252,2023-02-07,2023-02-07,2023-04-14,2023-03-15,1,0,Timing,51,27,39,22244,Negotiation,2023-03-12,0,0,new
827,108,5,5,2,1,1,110204,44385,2024-09-14,2024-09-14,2024-11-25,2024-11-17,0,1,Budget,50,62,112,248827,Negotiation,2024-10-25,0,1,new
828,135,9,5,2,1,1,167012,52303,2024-07-08,2024-07-08,2024-10-04,2024-08-31,0,1,Budget,96,95,114,24469,Negotiation,2024-10-06,0,1,new
829,58,6,5,1,1,1,114637,92419,2024-07-03,2024-07-03,2024-09-16,2024-09-07,0,0,Budget,105,40,61,36813,Negotiation,2024-08-21,0,1,new
830,235,2,6,1,1,1,246062,79125,2023-07-16,2023-07-16,2023-09-05,2023-10-26,0,0,Timing,74,54,119,34094,Negotiation,2023-10-01,0,1,new
831,135,6,3,2,1,1,158734,39232,2023-10-14,2023-10-14,2023-10-24,2023-11-20,1,0,Timing,89,104,44,21063,Negotiation,2024-02-17,1,0,new
